x(mm);doble 1;doble 2;doble 3;doble 4;doble 5;doble 6;izquierda 1;izquierda 2;izquierda 3;izquierda 4;izquierda 5;izquierda 6;derecha 1;derecha 2;derecha 3;derecha 4;derecha 5;derecha 6
2.56;68;70;72;68;68;82;102;96;110;84;104;100;56;76;70;60;56;62
2.58;40;40;46;38;44;44;108;108;98;108;108;104;64;62;66;72;74;86
2.60;22;18;26;22;18;20;100;92;86;102;84;82;94;76;70;76;70;96
2.62;6;8;12;4;14;14;114;100;108;100;96;116;70;58;76;84;74;74
2.64;2;0;0;0;4;2;84;112;94;104;106;106;96;82;72;70;94;78
2.66;2;0;2;2;0;0;104;82;98;98;116;86;80;86;74;86;70;74
2.68;4;6;4;4;10;4;100;106;84;92;108;88;68;94;102;76;68;68
2.70;20;8;22;6;8;12;102;88;90;102;86;96;104;66;74;72;84;84
2.72;28;32;30;34;28;38;102;104;108;84;96;94;96;104;86;108;104;88
2.74;66;60;56;36;58;44;102;102;102;90;118;112;64;64;90;66;96;68
2.76;76;92;74;74;72;94;102;82;78;82;102;98;74;100;80;80;102;64
2.78;126;110;106;106;100;98;90;94;96;98;98;118;92;84;84;92;90;88
2.80;158;144;124;132;128;116;86;100;106;118;118;104;68;84;104;78;78;88
2.82;150;142;154;162;186;172;114;100;94;94;104;80;90;80;88;76;88;106
2.84;226;198;208;202;224;200;82;106;100;78;78;74;88;74;84;86;106;94
2.86;254;232;238;244;268;254;80;86;102;96;86;82;86;78;102;88;80;84
2.88;260;276;280;284;260;274;114;118;92;102;88;96;102;78;94;102;92;86
2.90;286;276;338;290;294;270;114;110;114;84;86;110;92;68;94;92;90;72
2.92;284;334;326;354;300;332;80;106;92;120;102;98;90;72;68;76;84;110
2.94;342;336;334;326;360;332;114;74;92;90;82;106;90;114;98;106;76;102
2.96;388;348;352;334;308;338;106;114;90;86;90;106;92;100;108;102;92;102
2.98;386;366;350;370;396;364;92;104;88;84;96;94;80;80;98;102;108;92
3.00;406;340;374;344;390;334;100;102;98;104;110;90;90;92;88;72;110;84
3.02;398;344;330;360;400;376;92;80;100;78;102;92;74;98;96;82;106;102
3.04;368;324;330;398;332;334;92;90;90;98;110;78;110;90;98;110;78;88
3.06;328;334;396;344;318;338;104;82;98;88;74;102;100;112;120;86;100;84
3.08;326;326;334;336;312;342;100;108;92;80;94;80;106;90;90;74;90;76
3.10;284;290;296;324;282;322;76;96;92;104;92;64;80;84;80;108;94;86
3.12;268;272;300;272;300;252;68;94;84;68;106;86;78;100;108;80;100;92
3.14;228;268;244;224;234;250;92;98;88;90;92;104;96;98;92;92;96;90
3.16;220;198;188;202;194;204;94;90;70;86;86;84;98;102;94;102;98;114
3.18;166;164;152;188;178;168;84;68;84;98;100;80;114;96;110;120;106;88
3.20;128;158;156;122;164;146;86;104;104;96;74;108;100;90;88;112;94;98
3.22;84;112;114;110;108;102;86;94;80;86;100;104;84;80;88;102;102;104
3.24;80;62;90;80;72;64;90;94;96;80;78;92;90;98;100;106;104;104
3.26;60;58;42;60;54;42;74;88;98;70;72;88;88;86;90;96;92;100
3.28;28;32;40;20;40;32;88;78;76;80;62;62;98;88;98;88;110;108
3.30;12;6;14;16;16;12;82;72;96;74;82;106;124;102;94;118;108;86
3.32;2;8;0;6;4;6;66;76;78;88;96;84;114;100;102;104;102;82
3.34;0;0;0;4;0;0;70;80;86;76;56;68;86;98;110;76;108;106
3.36;0;4;0;0;0;2;76;88;92;82;72;90;86;110;108;84;88;84
3.38;2;8;16;14;8;4;86;74;68;92;92;94;110;98;120;74;106;122
3.40;22;28;18;26;32;24;84;76;76;100;68;72;106;92;110;106;84;122
3.42;38;50;38;50;50;52;86;64;54;90;74;76;106;96;94;90;106;96
3.44;62;72;68;60;66;58;82;96;60;64;84;54;80;94;106;92;88;82
3.46;98;110;68;84;76;104;84;82;66;86;74;54;100;90;86;122;110;86
3.48;90;102;118;134;128;124;72;82;82;80;92;66;102;96;78;104;84;112
3.50;144;160;122;164;128;142;86;72;86;80;68;66;100;102;96;96;106;86
3.52;198;182;176;178;174;198;76;76;56;62;86;86;84;114;92;94;102;84
3.54;194;194;192;236;196;186;70;64;82;56;66;64;114;96;102;82;86;98
3.56;202;240;224;252;216;220;62;56;62;66;56;62;116;110;84;112;104;102
3.58;264;246;290;288;284;282;82;68;54;66;68;72;100;92;116;104;100;86
3.60;294;292;276;286;276;280;62;64;72;74;64;56;76;100;86;88;108;92
3.62;272;306;314;294;292;284;60;60;64;48;44;80;106;110;100;92;94;120
3.64;302;316;302;324;322;284;72;68;52;74;62;64;116;112;86;82;82;84
3.66;318;344;344;324;354;358;48;62;56;76;74;56;90;104;104;102;82;74
3.68;302;346;358;344;336;342;62;62;60;42;66;76;84;100;78;94;94;94
3.70;320;336;346;310;314;296;64;76;76;58;64;56;88;94;114;92;96;94
3.72;298;306;320;282;310;274;54;66;50;58;56;52;84;112;106;102;106;94
3.74;294;302;300;270;296;278;60;70;56;48;48;66;80;96;82;118;76;88
3.76;262;264;264;282;304;272;62;56;68;56;66;62;86;110;102;108;100;102
3.78;268;230;258;270;218;258;56;58;52;46;52;62;96;90;92;106;112;104
3.80;228;232;218;238;250;256;52;68;60;74;64;44;94;96;102;112;104;104
3.82;208;238;192;212;198;210;48;58;54;70;54;70;68;96;98;110;112;100
3.84;188;176;164;184;198;188;64;60;52;52;54;74;86;86;96;90;96;80
3.86;152;136;142;150;174;182;58;56;42;58;54;42;86;76;88;88;104;96
3.88;130;116;114;122;106;130;54;50;50;66;44;54;86;84;92;94;88;100
3.90;98;94;100;110;78;90;42;46;50;60;38;54;88;84;94;94;106;94
3.92;72;66;82;68;76;78;36;46;48;36;36;50;90;92;100;92;98;96
3.94;66;66;70;52;54;48;60;34;46;44;54;42;98;72;90;74;98;94
3.96;30;24;38;26;40;26;48;30;42;62;54;58;68;92;88;90;84;78
3.98;16;26;20;18;18;26;66;36;46;64;58;60;96;90;108;86;102;102
4.00;10;6;10;8;6;14;44;52;40;54;44;40;98;100;92;104;66;84
4.02;8;6;14;6;4;2;36;58;38;36;50;40;82;92;84;90;100;82
4.04;6;12;2;4;8;12;58;48;42;54;50;38;94;82;90;78;94;92
4.06;14;16;2;6;18;8;50;48;56;52;40;28;72;84;78;94;84;100
4.08;18;12;18;18;10;18;38;52;42;32;38;54;96;84;92;88;102;82
4.10;28;34;30;28;38;18;34;40;40;34;40;46;92;82;80;86;94;68
4.12;40;30;44;24;54;50;34;30;48;44;44;46;94;78;92;90;72;84
4.14;52;48;58;56;40;52;48;36;44;34;38;28;66;86;106;88;100;82
4.16;60;76;62;80;88;68;42;40;28;42;44;42;76;88;72;74;72;86
4.18;72;102;96;88;78;84;38;44;34;48;44;30;94;96;80;96;102;68
4.20;116;92;102;124;116;102;30;46;34;24;34;30;94;82;68;74;86;90
4.22;130;132;126;136;142;140;28;26;38;46;46;24;96;74;80;62;66;84
4.24;148;150;158;154;140;152;42;30;30;44;26;44;76;76;82;78;80;86
4.26;174;180;130;176;160;152;26;26;28;44;36;32;88;88;72;82;82;58
4.28;186;178;176;202;166;202;28;26;18;34;30;26;64;86;76;76;62;86
4.30;168;186;198;192;164;184;42;26;38;40;28;38;92;72;56;80;80;68
4.32;204;212;184;170;182;194;28;36;24;42;22;28;74;82;76;76;98;78
4.34;210;178;200;160;174;186;24;22;34;30;34;20;88;60;86;90;60;82
4.36;186;200;184;184;178;210;18;22;28;30;20;28;90;88;78;70;66;68
4.38;200;224;184;222;180;186;26;34;24;28;30;28;78;74;56;68;78;58
4.40;206;200;186;198;194;188;24;20;20;14;14;28;62;80;60;72;76;82
4.42;210;170;176;180;166;186;18;20;24;26;28;30;76;68;64;74;90;66
4.44;158;192;166;176;162;176;34;28;26;14;22;24;66;76;72;72;80;56
4.46;166;146;180;158;168;168;22;16;14;22;26;14;72;74;72;66;62;66
4.48;132;126;158;146;150;126;24;26;20;26;16;14;68;72;84;66;74;74
4.50;132;134;122;110;126;136;20;22;16;14;22;26;70;84;82;50;64;64
4.52;104;126;106;98;94;92;24;8;16;18;20;12;72;56;78;68;48;78
4.54;108;94;88;86;78;70;26;26;14;20;16;30;50;72;48;64;78;56
4.56;88;68;72;94;76;92;12;14;14;18;20;18;52;80;60;64;62;64
4.58;86;58;64;66;66;56;16;14;28;18;22;12;64;64;50;78;64;68
4.60;46;54;64;60;52;52;28;16;12;20;12;20;68;78;56;64;54;68
4.62;36;44;46;32;42;50;18;18;14;14;20;20;68;72;52;64;60;52
4.64;44;30;24;24;42;40;22;22;18;6;10;14;74;50;62;72;68;74
4.66;24;32;20;26;24;22;14;12;8;12;16;14;78;62;60;64;66;76
4.68;18;16;24;20;10;16;18;20;14;12;16;20;56;58;76;50;44;64
4.70;20;14;14;12;18;26;18;20;16;10;10;10;46;56;52;64;44;52
4.72;22;10;6;24;12;14;8;10;6;14;18;10;68;72;72;46;76;58
4.74;20;20;8;10;8;8;8;8;16;14;16;14;54;60;58;52;44;60
4.76;16;26;26;14;28;20;8;12;22;14;16;14;58;58;48;56;52;46
4.78;18;22;20;12;26;24;18;12;20;12;18;8;50;58;70;54;52;52
4.80;24;36;24;26;28;28;14;14;12;10;12;6;60;40;66;40;58;48
4.82;22;30;28;26;42;30;10;12;12;8;10;14;34;60;64;52;54;48
4.84;38;32;50;24;36;28;6;8;6;4;8;6;62;58;46;46;50;62
4.86;26;42;38;48;36;36;10;18;10;8;8;16;32;50;50;60;62;46
4.88;66;58;32;52;64;58;6;12;14;8;4;4;40;52;46;56;60;62
4.90;46;70;50;48;54;42;6;8;18;14;14;10;56;34;54;48;46;48
4.92;74;52;76;64;64;58;4;12;4;0;6;6;56;40;38;46;50;58
4.94;72;68;74;66;60;70;8;8;10;14;6;6;56;44;36;34;36;50
4.96;66;74;90;70;86;76;6;8;8;8;6;10;42;58;44;38;40;46
4.98;80;74;56;86;78;78;8;6;8;0;4;6;56;50;42;42;34;50
5.00;82;92;84;80;62;70;6;4;10;2;6;6;52;54;38;50;32;40
5.02;72;76;80;82;58;90;4;6;4;10;8;6;30;48;50;32;32;28
5.04;80;76;78;76;80;82;4;8;4;6;4;6;36;30;38;50;30;34
5.06;84;86;76;68;60;76;4;2;8;2;8;4;38;46;42;38;32;40
5.08;62;68;78;66;86;78;4;10;6;4;4;2;24;42;34;36;38;44
5.10;78;72;74;80;52;50;8;6;4;2;4;4;32;38;32;36;34;30
5.12;64;66;64;82;72;70;4;4;8;0;6;4;24;32;30;30;38;24
5.14;60;56;76;64;58;62;0;4;6;6;2;2;20;34;32;50;44;40
5.16;62;52;36;46;48;36;4;4;2;6;4;2;42;46;18;26;40;46
5.18;56;44;60;38;40;36;0;6;0;4;4;8;26;24;40;22;46;30
5.20;52;52;40;36;42;52;6;8;2;4;2;4;34;40;32;26;28;34
5.22;32;26;40;26;40;36;0;2;0;2;2;2;36;46;32;36;30;26
5.24;40;40;28;42;26;26;2;0;0;0;2;0;26;20;42;36;36;28
5.26;22;26;36;28;22;20;2;2;2;0;2;0;22;24;40;32;28;26
5.28;16;20;32;26;18;38;0;2;2;2;0;0;32;24;26;20;16;20
5.30;22;20;24;30;26;10;2;0;0;2;0;4;22;28;16;26;26;22
5.32;30;26;24;24;18;22;2;0;2;0;2;2;38;20;26;30;32;24
5.34;18;20;16;18;14;26;2;0;0;2;0;2;34;24;16;26;22;24
5.36;20;22;10;14;20;16;2;2;0;2;2;2;24;16;18;18;26;14
5.38;24;8;14;14;24;22;4;0;4;2;4;0;26;30;14;26;20;26
5.40;14;20;20;8;20;18;0;4;4;0;0;2;18;22;22;32;28;32
5.42;4;10;8;4;14;10;0;0;0;0;0;0;12;28;18;20;22;26
5.44;22;14;20;14;20;16;0;0;0;0;0;0;26;24;24;22;10;28
5.46;12;14;10;14;20;12;0;0;0;0;0;0;22;28;14;18;28;20
5.48;22;8;8;16;18;14;0;0;0;0;0;0;14;18;22;24;14;26
5.50;14;14;20;16;18;12;0;0;0;0;0;0;16;24;20;24;18;8
5.52;22;20;10;10;14;16;0;0;0;0;0;0;22;18;18;16;20;20
5.54;20;12;12;16;8;14;0;0;0;0;0;0;16;12;22;18;14;20
5.56;20;20;16;6;24;10;0;0;0;0;0;0;6;16;8;18;18;16
5.58;18;8;26;12;20;12;0;0;0;0;0;0;20;16;14;20;22;8
5.60;18;12;12;16;20;24;0;0;0;0;0;0;22;18;12;14;14;10
5.62;8;18;8;14;16;12;0;0;0;0;0;0;14;20;10;14;20;14
5.64;12;16;6;10;16;8;0;0;0;0;0;0;12;16;4;10;12;14
5.66;14;6;16;22;14;12;0;0;0;0;0;0;8;8;14;16;8;18
5.68;10;6;16;12;12;14;0;0;0;0;0;0;8;6;14;20;12;4
5.70;10;16;8;10;10;14;0;0;0;0;0;0;10;14;4;14;16;6
5.72;10;10;8;4;16;10;0;0;0;0;0;0;4;16;10;10;10;8
5.74;10;12;4;12;6;6;0;0;0;0;0;0;4;14;10;16;4;8
5.76;14;14;8;8;10;10;0;0;0;0;0;0;16;6;8;8;12;16
5.78;10;4;8;12;4;8;0;0;0;0;0;0;8;8;12;8;10;12
5.80;4;10;12;10;2;10;0;0;0;0;0;0;8;12;8;8;10;10
5.82;0;12;4;10;10;8;0;0;0;0;0;0;12;0;12;8;8;10
5.84;8;10;10;8;4;6;0;0;0;0;0;0;10;8;12;10;6;4
5.86;14;8;10;4;6;10;0;0;0;0;0;0;4;8;10;2;8;10
5.88;10;8;8;4;10;6;0;0;0;0;0;0;8;10;10;8;6;6
5.90;2;8;12;6;10;10;0;0;0;0;0;0;10;2;10;10;4;6
5.92;6;8;8;8;12;10;0;0;0;0;0;0;12;10;6;4;8;4
5.94;4;6;8;8;10;8;0;0;0;0;0;0;2;10;2;0;6;6
5.96;0;8;4;14;2;8;0;0;0;0;0;0;4;6;6;4;2;6
5.98;8;6;12;12;2;8;0;0;0;0;0;0;0;10;4;0;2;6
6.00;6;6;8;6;10;4;0;0;0;0;0;0;8;4;8;4;0;6
