x(mm);doble 1;doble 2;doble 3;doble 4;doble 5;doble 6;izquierda 1;izquierda 2;izquierda 3;izquierda 4;izquierda 5;izquierda 6;derecha 1;derecha 2;derecha 3;derecha 4;derecha 5;derecha 6
3.30;56;42;48;56;34;52;98;70;100;74;84;72;92;86;102;86;84;84
3.31;30;28;24;32;28;38;76;86;78;68;104;102;90;86;90;100;102;88
3.32;26;24;22;34;26;34;86;70;108;66;94;92;106;98;100;96;84;114
3.33;26;16;8;20;10;24;72;80;70;74;92;68;106;108;102;90;100;90
3.34;20;22;6;12;16;10;64;84;82;72;66;84;96;98;110;86;106;106
3.35;8;14;12;4;8;14;80;64;90;62;100;82;108;72;110;110;104;82
3.36;6;8;4;4;6;10;78;70;80;86;78;78;100;108;112;102;82;82
3.37;0;4;4;0;0;2;92;86;78;96;76;88;82;108;90;102;106;98
3.38;0;0;2;0;2;2;72;82;70;78;104;78;96;88;118;98;94;98
3.39;2;0;4;4;2;0;88;86;68;82;70;100;96;110;104;90;80;120
3.40;0;2;0;2;4;0;76;82;66;76;78;78;94;108;96;102;100;116
3.41;2;6;6;4;4;8;92;66;92;70;92;58;106;108;88;84;82;80
3.42;10;6;12;4;8;6;80;88;78;64;72;84;96;108;108;112;92;114
3.43;12;12;10;6;8;14;84;60;72;88;66;84;92;108;114;96;100;92
3.44;20;8;12;16;16;10;72;88;90;80;84;76;108;108;114;94;102;110
3.45;30;32;26;28;28;18;84;78;80;90;78;76;84;122;96;104;120;106
3.46;40;36;26;26;38;34;88;60;88;82;60;78;110;108;112;96;100;106
3.47;34;28;30;32;38;30;80;82;72;94;84;78;112;94;118;102;104;84
3.48;54;44;30;40;50;42;62;82;64;88;74;72;98;80;84;102;92;114
3.49;68;58;56;72;70;46;94;76;70;78;84;56;96;118;86;86;104;82
3.50;62;66;62;50;54;62;74;88;96;68;66;72;92;106;106;98;94;106
3.51;82;76;68;90;92;76;74;76;78;68;84;72;100;84;90;88;114;112
3.52;106;102;90;92;108;104;80;64;70;64;84;58;84;116;102;120;100;118
3.53;112;108;86;98;92;108;72;64;90;64;74;76;96;114;94;82;90;74
3.54;96;120;118;106;134;118;72;74;78;62;88;76;118;98;96;84;92;86
3.55;118;126;122;126;132;140;82;86;78;62;60;92;94;120;112;114;92;108
3.56;124;144;128;156;144;148;48;60;88;64;82;58;100;96;86;92;104;116
3.57;178;156;156;168;162;144;86;82;76;66;82;72;98;104;110;110;110;124
3.58;200;176;186;168;144;172;78;50;78;74;82;50;92;116;106;104;112;92
3.59;158;184;174;184;178;176;70;70;84;74;60;64;84;98;92;98;116;114
3.60;194;186;206;212;214;218;64;66;82;68;54;70;98;112;76;102;96;88
3.61;218;234;218;196;210;210;68;52;74;66;82;60;98;88;82;92;96;108
3.62;216;194;204;204;198;222;86;80;74;72;68;66;88;100;98;114;114;108
3.63;246;242;256;230;226;202;76;82;86;82;70;80;82;94;94;118;102;108
3.64;268;246;236;218;226;272;60;72;74;58;68;56;110;90;100;84;76;94
3.65;230;240;224;268;266;242;72;54;54;64;68;58;98;94;94;112;108;120
3.66;278;264;270;234;244;256;58;64;62;54;56;56;88;72;100;94;94;108
3.67;262;266;310;282;284;298;62;68;56;66;72;78;80;76;78;86;110;102
3.68;258;308;248;304;308;270;60;48;68;68;78;72;118;118;110;100;80;94
3.69;286;248;282;296;288;308;80;68;64;76;56;68;86;82;98;86;88;100
3.70;296;270;328;298;264;296;68;50;58;60;50;64;96;102;80;110;96;96
3.71;278;318;262;298;314;290;48;56;76;64;64;66;100;100;98;108;82;84
3.72;296;332;268;320;342;316;64;82;60;74;58;60;76;94;118;78;84;100
3.73;322;312;310;306;326;334;60;62;62;56;66;60;92;86;104;110;86;96
3.74;290;310;344;326;294;326;52;62;74;54;50;58;98;96;90;94;102;84
3.75;344;298;320;272;342;296;70;80;50;44;68;46;86;94;94;96;98;88
3.76;334;296;320;322;342;306;60;56;54;66;60;72;88;104;90;92;116;102
3.77;300;302;318;326;332;334;50;78;60;68;54;58;92;102;110;106;104;90
3.78;306;334;324;328;336;296;70;54;66;64;60;76;84;104;100;110;104;98
3.79;324;318;286;330;278;312;48;60;58;58;76;48;90;94;88;110;86;86
3.80;296;276;322;310;304;272;48;60;58;50;62;64;92;106;94;102;94;92
3.81;302;316;298;300;320;272;56;60;62;50;50;60;86;110;94;92;92;84
3.82;302;270;292;284;280;314;48;60;74;58;58;58;96;96;88;100;92;78
3.83;256;266;308;268;296;278;68;44;56;60;54;60;88;68;78;78;72;90
3.84;266;272;246;262;268;306;58;52;62;62;66;58;116;98;88;90;98;98
3.85;274;274;264;244;254;262;54;50;48;78;58;54;92;98;96;108;102;88
3.86;248;234;274;264;228;274;42;58;52;44;58;36;108;88;80;100;78;74
3.87;244;276;258;266;238;284;50;44;62;42;60;70;84;78;68;106;94;94
3.88;250;266;234;254;240;206;64;44;72;62;54;64;82;102;88;108;90;86
3.89;238;246;228;224;250;248;60;58;66;44;62;58;84;92;98;96;90;94
3.90;232;198;212;244;238;228;56;42;50;64;52;56;90;92;96;74;94;86
3.91;220;220;194;186;190;194;54;60;54;48;42;52;86;76;94;82;92;70
3.92;206;220;178;216;202;214;42;60;56;58;34;42;90;98;88;102;98;102
3.93;162;182;188;210;202;186;64;48;42;56;44;52;94;104;106;64;90;98
3.94;178;166;172;148;156;160;44;50;62;48;42;40;96;98;106;88;88;70
3.95;146;144;166;166;172;156;52;44;50;54;52;60;88;108;86;84;88;68
3.96;128;136;132;180;152;170;48;44;64;54;46;50;90;84;92;92;70;90
3.97;160;116;150;130;156;144;48;42;48;50;42;50;108;86;82;104;80;80
3.98;118;142;132;134;108;120;56;60;54;40;52;42;96;68;82;90;68;92
3.99;104;98;116;134;126;114;40;54;52;46;44;34;100;92;78;112;84;104
4.00;98;94;102;102;88;112;56;52;38;58;62;58;86;94;80;90;104;106
4.01;92;88;102;88;90;108;56;48;48;40;54;56;78;66;70;80;100;88
4.02;86;94;90;70;62;86;40;50;46;42;38;50;90;100;78;86;102;74
4.03;82;68;86;70;80;74;54;54;36;32;40;28;92;94;90;102;106;86
4.04;54;68;56;60;66;46;54;48;46;36;54;42;94;80;68;98;64;82
4.05;48;58;58;54;60;62;58;58;48;40;54;40;66;72;108;94;100;102
4.06;50;42;42;48;58;52;42;42;48;50;46;50;78;78;98;90;104;70
4.07;48;50;48;32;34;48;42;38;60;50;40;44;106;70;102;80;98;90
4.08;32;28;34;38;32;32;46;46;48;48;62;56;70;70;82;88;100;62
4.09;18;30;20;24;28;32;42;42;30;50;50;46;80;84;90;94;78;80
4.10;16;24;22;20;20;14;40;38;32;46;50;56;78;92;88;86;98;78
4.11;12;16;16;14;16;16;28;34;38;40;46;26;68;108;74;80;84;84
4.12;14;12;4;10;8;10;44;46;52;36;54;40;72;96;96;82;68;70
4.13;10;8;6;14;4;10;42;26;48;40;48;30;84;90;84;72;90;106
4.14;4;12;12;4;4;8;36;50;26;36;36;48;76;80;68;66;88;86
4.15;6;6;10;4;10;10;32;46;50;34;54;34;106;80;70;96;68;78
4.16;2;2;12;6;8;4;40;30;46;34;38;40;94;82;88;88;82;60
4.17;4;10;4;4;6;2;30;44;38;30;44;32;70;78;84;88;92;76
4.18;8;8;12;10;4;2;38;40;40;32;38;32;90;74;88;82;94;78
4.19;4;10;16;8;12;4;36;40;32;42;30;30;96;86;58;82;80;86
4.20;6;12;10;20;12;10;26;36;32;38;42;48;80;98;80;82;80;82
4.21;12;18;16;14;20;10;54;42;24;38;26;46;78;100;70;56;72;86
4.22;24;12;16;20;14;20;30;26;30;34;34;40;96;62;70;74;76;78
4.23;22;26;30;24;16;20;36;32;50;46;44;38;78;70;92;76;80;98
4.24;28;40;20;24;30;26;36;28;30;28;24;38;70;86;52;86;84;62
4.25;34;24;38;30;36;40;38;46;38;46;34;26;70;70;96;70;64;62
4.26;34;42;42;38;38;48;46;20;28;28;30;36;78;84;60;78;68;74
4.27;60;38;42;40;50;48;36;42;34;28;34;30;78;74;68;80;80;80
4.28;52;50;44;50;38;48;28;24;42;26;26;32;58;78;76;66;96;80
4.29;54;54;72;62;50;64;30;20;32;22;36;28;70;72;80;86;70;96
4.30;52;70;56;62;54;56;26;42;34;42;22;20;68;74;82;76;60;82
4.31;54;72;82;62;64;78;28;48;34;26;30;24;72;94;76;86;72;60
4.32;58;82;68;82;76;84;26;36;36;26;28;26;80;80;82;88;72;56
4.33;70;78;72;88;68;92;24;28;44;28;30;32;60;64;74;64;62;72
4.34;98;108;92;86;78;100;24;32;22;22;18;18;88;50;62;58;84;82
4.35;110;104;100;106;92;108;36;26;28;36;32;34;74;78;62;70;68;60
4.36;102;108;108;112;94;98;20;32;32;36;18;32;74;64;78;90;68;66
4.37;90;110;114;96;124;124;36;28;34;28;32;22;90;88;64;66;70;72
4.38;126;96;134;140;132;110;32;18;30;14;32;32;70;92;76;70;78;52
4.39;134;114;134;132;110;118;26;34;34;38;28;26;78;68;78;56;70;90
4.40;142;140;122;122;116;122;22;34;24;42;34;30;86;64;66;62;84;76
4.41;110;130;142;112;112;162;34;18;36;24;24;32;58;66;74;60;70;66
4.42;138;160;132;148;132;144;30;30;26;34;28;28;78;64;82;58;78;74
4.43;138;144;166;172;164;146;24;36;34;16;28;22;86;70;70;60;62;74
4.44;154;154;128;144;162;154;18;32;18;26;26;34;64;48;72;64;68;72
4.45;146;160;156;168;128;154;18;26;22;32;30;26;66;62;62;74;66;68
4.46;154;142;172;148;174;154;28;24;30;24;28;14;46;72;74;78;60;74
4.47;162;160;168;192;180;164;16;26;30;22;24;30;72;68;56;70;68;90
4.48;136;162;164;164;178;158;28;18;34;26;24;26;74;64;62;66;74;64
4.49;180;156;188;162;176;172;30;18;24;30;18;30;60;74;86;70;48;66
4.50;164;164;146;184;134;156;22;18;20;18;18;30;66;48;58;76;66;78
4.51;188;178;174;170;178;172;20;28;22;28;32;30;82;62;70;72;60;78
4.52;182;174;166;150;148;174;20;16;20;30;30;22;68;66;56;66;60;54
4.53;164;154;158;164;182;168;22;22;14;28;26;24;74;74;74;72;54;54
4.54;160;188;148;170;142;170;32;30;24;34;16;34;74;50;64;64;54;72
4.55;182;174;180;160;152;134;24;26;20;20;22;16;70;60;70;60;54;60
4.56;168;176;156;164;150;166;24;24;18;22;18;24;46;60;60;42;70;60
4.57;164;132;148;182;168;130;22;24;8;14;22;28;58;80;72;68;68;66
4.58;138;166;160;158;140;178;26;18;20;20;26;26;72;50;56;54;44;64
4.59;136;150;150;150;158;168;16;16;12;22;20;22;58;52;64;70;82;72
4.60;166;150;152;162;142;144;18;8;18;16;8;18;44;44;50;58;50;50
4.61;150;144;162;148;148;150;22;12;18;26;18;20;66;52;66;58;40;80
4.62;156;132;130;158;118;136;18;22;18;22;26;20;70;54;48;56;50;68
4.63;150;134;142;136;134;118;26;8;22;22;24;26;72;70;60;56;48;60
4.64;148;136;116;104;126;128;26;22;20;26;20;20;44;70;54;64;46;44
4.65;138;116;130;122;124;124;8;8;20;18;22;22;56;64;56;60;42;36
4.66;114;112;112;138;130;116;18;20;20;18;24;18;52;52;42;72;52;74
4.67;102;108;94;112;126;126;18;26;14;10;12;10;64;48;40;52;58;60
4.68;120;122;96;114;98;100;20;20;12;20;24;22;42;46;68;64;60;44
4.69;98;94;106;88;100;78;22;10;14;8;18;24;52;66;44;36;40;44
4.70;94;84;94;110;80;74;16;20;14;22;18;22;70;56;56;56;52;70
4.71;70;82;98;90;92;92;20;22;16;8;14;12;46;64;52;58;50;58
4.72;102;66;88;66;70;100;18;8;12;16;6;14;40;66;60;48;54;56
4.73;80;72;76;68;68;72;16;16;16;14;14;18;64;70;42;52;36;68
4.74;68;72;68;84;70;80;22;20;22;10;22;16;44;50;68;54;58;56
4.75;56;62;64;56;78;66;16;20;16;10;20;18;48;46;42;46;34;42
4.76;66;78;50;66;66;66;22;12;12;10;10;12;44;60;60;44;40;48
4.77;56;62;44;58;60;46;16;8;16;18;16;14;50;62;46;60;38;54
4.78;46;50;44;52;54;48;14;12;18;6;22;4;36;52;42;52;52;60
4.79;36;32;28;42;42;58;12;14;14;14;12;18;52;68;52;50;46;64
4.80;30;46;56;50;36;38;10;14;10;4;12;8;50;42;52;54;40;58
4.81;46;20;46;28;44;22;16;10;10;10;18;12;62;50;64;40;56;38
4.82;28;44;34;44;24;40;12;10;14;6;14;16;40;56;36;46;46;46
4.83;34;42;38;32;32;24;8;12;10;16;10;6;52;42;32;44;42;34
4.84;36;28;30;22;32;24;10;10;16;12;18;12;62;38;38;54;46;36
4.85;32;24;20;26;20;22;12;2;16;12;10;14;54;48;48;44;52;52
4.86;26;22;18;26;26;18;12;6;6;12;16;4;42;50;58;48;42;46
4.87;20;26;22;16;18;16;8;12;8;8;8;4;42;36;40;34;44;32
4.88;8;24;24;20;16;14;10;6;14;16;16;10;48;38;38;40;38;46
4.89;18;18;12;24;18;10;4;12;10;12;8;8;56;42;40;46;32;38
4.90;18;16;10;20;12;20;8;14;2;10;16;6;52;42;34;40;46;50
4.91;20;16;6;14;14;16;4;4;6;8;6;10;30;44;56;50;48;42
4.92;4;6;12;14;10;4;14;10;8;14;10;4;36;56;52;30;44;40
4.93;12;12;14;6;18;18;12;4;8;10;14;10;44;44;52;32;46;44
4.94;10;14;12;20;10;6;10;8;12;12;2;16;42;50;46;38;30;26
4.95;14;6;12;14;18;10;6;12;8;6;4;8;44;32;36;50;38;38
4.96;10;18;6;10;10;10;6;4;4;8;8;4;44;32;42;34;46;50
4.97;14;16;12;2;14;14;10;12;12;10;0;8;44;50;46;44;34;36
4.98;16;14;14;12;18;22;6;10;8;4;10;8;36;46;34;42;40;28
4.99;8;14;12;12;12;18;2;6;4;8;10;8;42;40;30;30;40;34
5.00;18;12;20;10;20;16;6;6;2;8;6;2;38;40;32;44;42;28
5.01;22;14;16;16;12;10;10;10;14;4;2;8;44;34;42;54;42;42
5.02;12;18;14;22;6;14;8;2;8;6;6;8;38;26;36;42;24;22
5.03;16;16;26;18;18;20;8;10;2;6;6;8;44;32;28;50;42;38
5.04;18;22;20;22;16;28;4;6;4;4;8;8;38;38;30;42;44;40
5.05;22;24;32;26;26;30;6;0;6;4;10;8;34;30;38;26;42;28
5.06;16;16;26;30;20;20;4;6;6;6;6;6;28;38;34;30;40;44
5.07;30;22;34;20;24;30;0;6;4;2;6;6;22;32;28;36;32;44
5.08;30;18;30;32;24;26;4;6;8;2;6;6;40;36;24;28;48;34
5.09;26;24;34;20;22;38;8;2;2;2;6;2;44;50;52;36;30;28
5.10;44;30;28;28;24;42;4;8;4;10;2;6;32;36;28;34;30;30
5.11;40;34;32;36;26;48;6;4;4;2;4;4;38;34;46;34;42;34
5.12;48;24;36;36;46;34;4;8;6;6;4;10;30;32;38;30;38;34
5.13;32;28;42;24;38;34;10;8;6;6;4;4;30;34;28;30;22;42
5.14;42;40;34;44;40;36;6;2;8;0;6;2;38;32;30;24;30;40
5.15;48;46;38;32;34;38;4;4;4;4;2;0;24;32;32;32;28;36
5.16;48;46;48;36;46;38;0;0;0;2;4;4;30;20;28;32;30;42
5.17;42;38;46;42;44;40;6;4;2;2;4;6;38;24;18;32;34;36
5.18;44;28;42;32;40;40;2;6;0;6;4;2;36;26;40;32;28;34
5.19;44;40;56;44;26;50;6;0;4;2;4;6;22;40;28;40;32;32
5.20;36;42;40;50;32;40;4;4;6;2;8;2;20;30;28;24;28;34
5.21;34;52;46;28;38;54;2;4;6;2;2;6;34;34;22;34;38;36
5.22;62;38;56;58;40;42;4;8;4;2;4;2;20;16;16;32;28;40
5.23;50;50;36;32;44;34;2;2;6;4;2;0;38;22;22;24;36;24
5.24;46;36;42;48;40;44;0;4;2;2;2;0;32;34;22;16;30;24
5.25;52;44;52;36;44;42;0;4;2;4;2;6;22;30;26;24;34;26
5.26;40;46;44;56;42;46;4;0;2;2;4;2;28;34;36;24;26;22
5.27;50;36;48;42;36;50;2;2;2;0;2;2;16;18;20;24;18;26
5.28;46;40;56;36;36;46;0;0;0;2;2;0;22;30;14;32;22;20
5.29;60;60;32;40;32;58;0;0;2;2;0;0;24;22;28;26;22;30
5.30;42;44;50;48;52;28;2;0;2;2;0;2;18;24;26;20;18;32
5.31;38;24;34;52;28;44;0;2;2;2;0;2;22;26;24;16;26;30
5.32;42;48;48;52;48;54;2;0;4;4;0;2;30;20;30;30;28;22
5.33;32;36;40;38;32;24;2;2;2;2;0;0;20;20;24;22;22;26
5.34;32;38;42;40;40;40;0;0;2;0;2;0;22;32;30;18;34;18
5.35;40;40;38;36;40;42;2;2;4;0;0;0;24;34;12;22;26;20
5.36;26;24;46;48;42;26;4;2;2;2;0;2;24;24;18;16;22;22
5.37;38;34;34;40;24;46;2;0;0;2;0;0;28;18;26;26;26;16
5.38;38;38;32;26;32;28;2;2;2;0;2;2;22;32;28;22;24;20
5.39;42;26;32;34;36;36;2;2;2;0;0;4;24;22;18;22;18;24
5.40;22;24;20;34;32;22;4;2;0;2;0;4;22;24;18;20;20;20
5.41;36;24;28;34;32;36;0;0;0;2;2;0;16;26;20;18;12;16
5.42;30;32;24;42;28;30;2;0;0;0;2;0;16;24;20;26;28;20
5.43;30;18;24;34;26;30;2;2;0;2;2;0;16;26;24;20;26;22
5.44;20;36;26;20;24;26;2;0;2;0;0;2;14;14;20;22;26;22
5.45;32;30;22;24;32;26;2;2;0;0;2;0;16;28;22;26;24;14
5.46;20;20;12;28;26;20;0;0;0;0;0;0;16;18;22;18;16;24
5.47;24;12;16;14;24;26;0;0;0;0;0;0;22;26;14;16;18;14
5.48;24;28;10;10;30;14;0;0;0;0;0;0;20;26;20;18;22;22
5.49;22;22;24;22;18;12;0;0;0;0;0;0;24;8;10;12;20;24
5.50;24;8;22;10;22;18;0;0;0;0;0;0;8;10;20;16;26;20
5.51;12;18;14;18;16;28;0;0;0;0;0;0;10;14;18;16;20;10
5.52;16;14;18;20;16;8;0;0;0;0;0;0;8;14;10;18;20;14
5.53;28;20;8;10;18;18;0;0;0;0;0;0;18;16;20;14;12;10
5.54;18;14;18;14;14;20;0;0;0;0;0;0;18;6;24;8;12;20
5.55;10;10;16;16;10;18;0;0;0;0;0;0;18;16;14;14;10;12
5.56;10;14;18;18;16;16;0;0;0;0;0;0;16;14;10;6;22;24
5.57;6;12;22;16;18;4;0;0;0;0;0;0;14;12;12;10;10;12
5.58;22;6;12;18;12;12;0;0;0;0;0;0;6;14;18;6;14;12
5.59;12;8;14;20;6;18;0;0;0;0;0;0;20;10;16;16;18;12
5.60;10;14;12;12;4;4;0;0;0;0;0;0;16;16;14;10;10;18
5.61;12;18;10;6;16;12;0;0;0;0;0;0;10;12;12;18;14;18
5.62;12;14;6;16;6;8;0;0;0;0;0;0;12;10;8;8;12;16
5.63;6;10;8;10;18;16;0;0;0;0;0;0;8;12;6;8;16;16
5.64;6;12;10;12;10;2;0;0;0;0;0;0;14;16;12;12;12;12
5.65;8;8;10;12;8;12;0;0;0;0;0;0;14;14;14;10;8;16
5.66;16;8;16;6;8;2;0;0;0;0;0;0;10;12;6;12;4;4
5.67;8;2;8;6;6;12;0;0;0;0;0;0;12;10;12;10;6;12
5.68;14;10;8;6;6;2;0;0;0;0;0;0;8;4;6;12;10;12
5.69;10;12;10;8;8;6;0;0;0;0;0;0;10;8;4;18;14;10
5.70;14;16;6;8;10;8;0;0;0;0;0;0;12;8;2;10;14;8
5.71;6;4;10;14;12;10;0;0;0;0;0;0;14;12;6;0;6;10
5.72;12;14;10;8;10;8;0;0;0;0;0;0;16;8;10;8;10;10
5.73;0;14;12;8;8;6;0;0;0;0;0;0;10;8;6;4;12;12
5.74;12;14;10;14;6;12;0;0;0;0;0;0;18;12;12;14;10;12
5.75;10;2;4;8;8;12;0;0;0;0;0;0;16;8;12;4;12;8
5.76;8;6;10;2;2;18;0;0;0;0;0;0;4;12;8;8;8;4
5.77;10;12;4;8;10;8;0;0;0;0;0;0;12;4;8;8;8;6
5.78;10;6;12;6;6;8;0;0;0;0;0;0;12;2;8;10;6;8
5.79;8;8;10;12;10;10;0;0;0;0;0;0;4;6;14;10;6;6
5.80;6;10;6;8;10;6;0;0;0;0;0;0;8;6;4;8;4;4
5.81;2;2;6;8;2;8;0;0;0;0;0;0;8;14;8;12;4;2
5.82;4;6;4;4;6;10;0;0;0;0;0;0;2;10;4;8;8;6
5.83;8;6;6;6;6;6;0;0;0;0;0;0;4;12;12;10;2;10
5.84;8;6;8;10;2;8;0;0;0;0;0;0;6;8;10;2;4;4
5.85;10;8;12;6;0;2;0;0;0;0;0;0;6;0;6;10;6;4
5.86;12;6;14;10;8;4;0;0;0;0;0;0;4;8;10;2;4;2
5.87;0;6;4;6;6;2;0;0;0;0;0;0;2;4;0;2;8;8
5.88;2;6;4;6;6;2;0;0;0;0;0;0;2;8;4;6;4;0
5.89;6;8;2;0;4;8;0;0;0;0;0;0;2;0;2;10;0;4
5.90;8;6;2;2;0;4;0;0;0;0;0;0;8;8;0;4;6;8
5.91;8;6;4;4;4;6;0;0;0;0;0;0;0;2;2;2;6;0
5.92;4;8;6;0;2;6;0;0;0;0;0;0;6;6;6;8;4;4
5.93;2;4;2;4;4;2;0;0;0;0;0;0;4;2;4;2;6;2
5.94;4;2;2;2;2;2;0;0;0;0;0;0;0;6;4;4;10;2
5.95;0;4;2;6;6;4;0;0;0;0;0;0;8;0;8;8;6;4
5.96;0;6;0;4;2;4;0;0;0;0;0;0;0;4;0;2;2;2
5.97;8;4;6;4;4;6;0;0;0;0;0;0;6;6;6;6;2;2
5.98;0;2;0;0;2;0;0;0;0;0;0;0;4;2;2;6;2;2
5.99;2;2;4;0;2;0;0;0;0;0;0;0;2;4;6;2;6;6
6.00;4;2;2;4;2;0;0;0;0;0;0;0;2;2;2;2;2;4
